83.3	99.9	119.9	56.6	67.9	81.5
45.8	55	66	31.2	37.4	44.9
64.1	76.9	92.3	43.6	52.3	62.8
92.1	110.6	132.7	62.7	75.2	90.2
67	80.4	96.5	45.6	54.7	65.6
90.3	108.4	130	61.4	73.7	88.4
38.1	45.7	54.9	25.9	31.1	37.3
59.9	71.9	86.3	40.8	48.9	58.7
59.1	70.9	85.1	40.2	48.2	57.9
45.4	54.5	65.4	30.9	37.1	44.5
45.9	55.1	66.1	31.2	37.5	44.9
76.7	92	110.4	52.1	62.6	75.1
51.3	61.6	73.9	34.9	41.9	50.3
25.9	31.1	37.3	17.6	21.1	25.3
10.2	12.2	14.6	6.9	8.3	9.9
77.8	93.4	112.1	52.9	63.5	76.2
62.7	75.2	90.3	42.6	51.2	61.4
76.3	91.5	109.8	51.9	62.2	74.7
47.2	56.6	68	32.1	38.5	46.2
64.8	77.7	93.3	44	52.8	63.4
33.2	39.9	47.9	22.6	27.1	32.5
4.1	4.9	5.9	2.8	3.3	4
26.6	31.9	38.3	18.1	21.7	26.1
42.2	50.6	60.8	28.7	34.4	41.3
76.6	92	110.3	52.1	62.5	75
51.6	61.9	74.2	35.1	42.1	50.5
11.5	13.8	16.5	7.8	9.4	11.3
59.5	71.4	85.7	40.5	48.6	58.3
44.6	53.5	64.2	30.3	36.4	43.7
73.9	88.7	106.4	50.2	60.3	72.3
69.5	83.4	100.1	47.3	56.7	68
65.2	78.3	93.9	44.4	53.2	63.9
56.3	67.5	81	38.3	45.9	55.1
66.6	80	96	45.3	54.4	65.3
62.9	75.5	90.6	42.8	51.3	61.6
67.6	81.1	97.3	45.9	55.1	66.2
29.7	35.7	42.8	20.2	24.3	29.1
30.4	36.5	43.8	20.7	24.8	29.8
24.8	29.8	35.7	16.9	20.3	24.3
53.3	63.9	76.7	36.2	43.5	52.2
45.5	54.7	65.6	31	37.2	44.6
24	28.8	34.5	16.3	19.6	23.5
21.2	25.5	30.6	14.4	17.3	20.8
39.7	47.7	57.2	27	32.4	38.9
35	42	50.4	23.8	28.6	34.3
60.5	72.6	87.1	41.1	49.3	59.2
70	84	100.9	47.6	57.2	68.6
64	76.9	92.2	43.6	52.3	62.7
44.9	53.9	64.7	30.5	36.6	44
14.6	17.6	21.1	10	11.9	14.3
55.1	66.1	79.4	37.5	45	54
41.2	49.4	59.3	28	33.6	40.3
46.9	56.3	67.5	31.9	38.3	45.9
62	74.4	89.3	42.2	50.6	60.7
63.5	76.2	91.5	43.2	51.8	62.2
68.1	81.7	98	46.3	55.5	66.7
71	85.2	102.3	48.3	57.9	69.5
69.4	83.3	100	47.2	56.7	68
53.4	64	76.8	36.3	43.5	52.3
16.6	19.9	23.9	11.3	13.5	16.2
55.5	66.6	80	37.8	45.3	54.4
66.8	80.2	96.2	45.4	54.5	65.4
32	38.5	46.1	21.8	26.1	31.4
66.9	80.3	96.4	45.5	54.6	65.6
90.1	108.1	129.7	61.2	73.5	88.2
106	127.2	152.7	72.1	86.5	103.8
33	39.6	47.5	22.4	26.9	32.3
65.6	78.8	94.5	44.6	53.6	64.3
3.3	3.9	4.7	2.2	2.7	3.2
24.8	29.7	35.7	16.8	20.2	24.3
82.9	99.5	119.4	56.4	67.7	81.2
91.6	109.9	131.9	62.3	74.7	89.7
81.2	97.4	116.9	55.2	66.2	79.5
41	49.2	59.1	27.9	33.5	40.2
56.6	67.9	81.5	38.5	46.2	55.4
64	76.8	92.1	43.5	52.2	62.6
93.1	111.7	134	63.3	76	91.1
29.4	35.2	42.3	20	24	28.7
49.8	59.7	71.7	33.8	40.6	48.7
57.3	68.8	82.6	39	46.8	56.2
68.9	82.7	99.3	46.9	56.3	67.5
76.3	91.6	109.9	51.9	62.3	74.7
39.4	47.2	56.7	26.8	32.1	38.5
50.4	60.5	72.6	34.3	41.1	49.4
41.1	49.3	59.2	28	33.6	40.3
51.9	62.3	74.8	35.3	42.4	50.8
42.5	51	61.2	28.9	34.7	41.6
83	99.6	119.5	56.4	67.7	81.2
55.3	66.4	79.7	37.6	45.1	54.2
69.9	83.8	100.6	47.5	57	68.4
72.6	87.2	104.6	49.4	59.3	71.1
64.8	77.8	93.4	44.1	52.9	63.5
56.7	68	81.6	38.6	46.3	55.5
77.2	92.6	111.1	52.5	63	75.6
74.8	89.8	107.7	50.9	61	73.3
52.5	63	75.6	35.7	42.8	51.4
74.8	89.8	107.8	50.9	61.1	73.3
56.7	68.1	81.7	38.6	46.3	55.6
65.5	78.6	94.3	44.5	53.4	64.1
17.2	20.6	24.7	11.7	14	16.8
87.7	105.2	126.3	59.6	71.6	85.9
70.7	84.9	101.8	48.1	57.7	69.3
67	80.5	96.5	45.6	54.7	65.7
88	105.6	126.8	59.9	71.8	86.2
68.1	81.7	98.1	46.3	55.6	66.7
47.8	57.4	68.9	32.5	39	46.8
46.2	55.4	66.5	31.4	37.7	45.2
34.9	41.9	50.3	23.8	28.5	34.2
48.1	57.8	69.3	32.7	39.3	47.1
32.7	39.3	47.2	22.3	26.7	32.1
58.9	70.7	84.8	40	48	57.7
62.2	74.6	89.5	42.3	50.7	60.9
32.2	38.7	46.4	21.9	26.3	31.5
61.7	74	88.8	42	50.3	60.4
14.1	16.9	20.3	9.6	11.5	13.8
34.1	40.9	49.1	23.2	27.8	33.4
18.6	22.3	26.7	12.6	15.2	18.2
56.4	67.7	81.2	38.4	46	55.2
35.2	42.3	50.7	23.9	28.7	34.5
64.1	76.9	92.3	43.6	52.3	62.8
31.1	37.3	44.8	21.2	25.4	30.5
11.5	13.7	16.5	7.8	9.3	11.2
