176.4	211.6	254	119.9	143.9	172.7
138	165.6	198.7	93.8	112.6	135.1
98.8	118.6	142.3	67.2	80.6	96.7
98	117.6	141.2	66.7	80	96
84.1	101	121.2	57.2	68.7	82.4
139.6	167.5	201	94.9	113.9	136.7
98.6	118.3	141.9	67	80.4	96.5
74.4	89.3	107.1	50.6	60.7	72.8
102.4	122.9	147.5	69.7	83.6	100.3
82.7	99.2	119.1	56.2	67.5	81
32.9	39.5	47.4	22.4	26.9	32.2
141.3	169.6	203.5	96.1	115.3	138.4
29.6	35.5	42.6	20.1	24.1	29
117.5	141	169.2	79.9	95.9	115.1
67.8	81.4	97.7	46.1	55.4	66.4
179.4	215.2	258.3	122	146.4	175.6
93.1	111.7	134.1	63.3	76	91.2
117.6	141.2	169.4	80	96	115.2
124.6	149.5	179.4	84.7	101.7	122
156.1	187.3	224.7	106.1	127.3	152.8
104.2	125	150	70.8	85	102
128.5	154.1	185	87.3	104.8	125.8
118	141.6	169.9	80.2	96.3	115.5
94.5	113.3	136	64.2	77.1	92.5
69.6	83.5	100.2	47.3	56.8	68.1
135.7	162.8	195.3	92.2	110.7	132.8
155.5	186.6	223.9	105.7	126.9	152.3
163.8	196.6	235.9	111.4	133.7	160.4
157	188.4	226.1	106.8	128.1	153.7
131	157.2	188.7	89.1	106.9	128.3
143	171.7	206	97.3	116.7	140.1
42.8	51.4	61.6	29.1	34.9	41.9
44.7	53.6	64.3	30.4	36.4	43.7
120.2	144.3	173.1	81.7	98.1	117.7
69.9	83.9	100.7	47.6	57.1	68.5
160.9	193.1	231.7	109.4	131.3	157.6
170.6	204.8	245.7	116	139.2	167.1
37.9	45.5	54.6	25.8	31	37.1
49.7	59.7	71.6	33.8	40.6	48.7
125.9	151.1	181.3	85.6	102.8	123.3
73.7	88.5	106.2	50.1	60.2	72.2
140.9	169.1	202.9	95.8	115	138
80.6	96.7	116	54.8	65.7	78.9
60.8	73	87.6	41.4	49.7	59.6
57.7	69.2	83.1	39.2	47.1	56.5
129.5	155.4	186.5	88.1	105.7	126.8
71.1	85.3	102.4	48.4	58	69.6
78.8	94.6	113.5	53.6	64.3	77.2
44.1	52.9	63.5	30	36	43.2
118.5	142.2	170.6	80.6	96.7	116
44.5	53.4	64.1	30.3	36.3	43.6
75.9	91	109.2	51.6	61.9	74.3
60.9	73.1	87.7	41.4	49.7	59.6
108.7	130.5	156.6	73.9	88.7	106.5
12.2	14.7	17.6	8.3	10	12
97.2	116.7	140	66.1	79.3	95.2
98.1	117.7	141.3	66.7	80	96.1
54.6	65.5	78.7	37.1	44.6	53.5
58.2	69.9	83.8	39.6	47.5	57
60.1	72.1	86.5	40.8	49	58.8
84.9	101.8	122.2	57.7	69.3	83.1
52.5	63	75.6	35.7	42.8	51.4
64.2	77.1	92.5	43.7	52.4	62.9
61.2	73.5	88.2	41.6	50	60
98.6	118.3	142	67.1	80.5	96.6
33	39.5	47.5	22.4	26.9	32.3
91.9	110.3	132.3	62.5	75	90
65.1	78.2	93.8	44.3	53.2	63.8
120.8	145	174	82.2	98.6	118.3
66.6	79.9	95.9	45.3	54.3	65.2
86.6	103.9	124.7	58.9	70.7	84.8
111	133.2	159.8	75.5	90.5	108.7
20.6	24.7	29.7	14	16.8	20.2
54.3	65.2	78.2	36.9	44.3	53.2
86.3	103.5	124.2	58.7	70.4	84.5
63	75.6	90.7	42.8	51.4	61.7
58.8	70.5	84.6	40	48	57.5
31.2	37.4	44.9	21.2	25.5	30.5
47.8	57.3	68.8	32.5	39	46.8
27.1	32.5	39	18.4	22.1	26.6
57.5	69	82.9	39.1	46.9	56.3
62.7	75.3	90.3	42.6	51.2	61.4
120.5	144.6	173.5	81.9	98.3	118
69.4	83.3	100	47.2	56.6	68
57.1	68.5	82.2	38.8	46.6	55.9
54.8	65.7	78.8	37.2	44.7	53.6
57.6	69.1	82.9	39.1	47	56.4
37.3	44.8	53.8	25.4	30.5	36.6
39.9	47.8	57.4	27.1	32.5	39
52.6	63.1	75.8	35.8	42.9	51.5
53.5	64.2	77.1	36.4	43.7	52.4
10.8	12.9	15.5	7.3	8.8	10.5
45.3	54.3	65.2	30.8	36.9	44.3
36.4	43.7	52.4	24.7	29.7	35.6
66.2	79.4	95.3	45	54	64.8
34.3	41.2	49.4	23.3	28	33.6
51.6	61.9	74.3	35.1	42.1	50.6
62.7	75.3	90.3	42.7	51.2	61.4
